transaction_id,timestamp,amount,transaction_type,subject,description,status,country
6322,2023-08-22 22:16:42,899.22,prelievo,Lindsay Richardson,Beautiful four seem rest.,autorizzata,Brunei Darussalam
7754,2023-07-21 04:49:17,804.28,acquisto,Rhonda Jones,Increase behavior maintain especially end sing.,sospetta,Estonia
1395,2023-04-14 06:12:18,457.85,prelievo,Tonya Potts,Describe executive the important type with.,autorizzata,Nigeria
9372,2023-04-24 20:11:11,234.92,prelievo,Samantha Garner,Color now interesting coach.,sospetta,Luxembourg
3147,2023-03-29 11:10:48,897.97,acquisto,Peter Patel,Institution away expert nice south position.,autorizzata,Ecuador
8997,2023-05-11 08:40:12,732.08,trasferimento,Karen Romero,Best analysis ready.,autorizzata,Cuba
6122,2023-07-30 02:59:13,59.47,trasferimento,Jennifer Gillespie,Young institution number little world concern.,autorizzata,Montenegro
2091,2023-07-16 18:18:42,143.5,prelievo,Louis Floyd,Center across have from.,autorizzata,Saint Lucia
3282,2023-01-05 18:16:06,907.9,trasferimento,Emma Bartlett,Likely offer base report.,autorizzata,Western Sahara
2649,2023-01-15 10:22:57,910.62,prelievo,Jamie Mills,What take air lawyer.,autorizzata,Tonga
9331,2023-08-10 18:38:30,850.36,acquisto,Calvin Roberts,That very many kind surface blood.,autorizzata,Samoa
2275,2023-06-06 23:55:22,520.11,prelievo,Robert Grant,Skill bank day computer near.,autorizzata,Albania
5042,2023-07-13 19:47:52,629.69,prelievo,Mr. Michael Banks,Evening dream concern business.,autorizzata,Andorra
6787,2023-01-27 01:14:42,631.22,prelievo,John Barry,History stay seat herself see mind.,sospetta,France
358,2023-06-23 16:42:08,404.52,trasferimento,Joshua Anderson,Population left must defense simply office.,sospetta,United Kingdom
9462,2023-06-30 10:22:35,46.95,acquisto,Donna Jones,Support worry week theory behavior series ahead.,autorizzata,Solomon Islands
9407,2023-07-25 21:42:15,751.35,prelievo,Sue Adams,Down world tend house goal care.,autorizzata,Isle of Man
4839,2023-01-16 23:20:56,12.35,trasferimento,Eric Montgomery,Among onto space admit fine yeah.,autorizzata,Zambia
3641,2023-08-07 10:17:57,52.13,acquisto,Philip Davis,Senior check arm interest record treatment.,autorizzata,Pakistan
5812,2023-01-09 03:38:17,231.06,trasferimento,Ryan Smith,Seem lead road her.,autorizzata,Kuwait
878,2023-08-21 08:33:18,534.42,prelievo,Robert Pierce,Away camera million without pull right.,autorizzata,British Indian Ocean Territory (Chagos Archipelago)
1491,2023-03-10 10:06:44,883.81,trasferimento,Miranda Jones,Popular senior particular from save field wall.,autorizzata,Falkland Islands (Malvinas)
9159,2023-03-07 12:21:36,209.83,prelievo,Kyle Hensley,Produce finish feeling.,autorizzata,Dominica
8315,2023-03-03 17:56:48,305.91,prelievo,Chelsea White,Short only family thing commercial modern.,autorizzata,British Virgin Islands
2489,2023-07-06 15:22:47,710.0,trasferimento,Beth Porter,No human speech character.,autorizzata,New Caledonia
4144,2023-07-28 08:24:24,724.24,trasferimento,Dr. Laura Bennett,Responsibility product card simply loss.,autorizzata,Dominica
187,2023-06-29 02:28:26,708.83,prelievo,Larry Sloan,Start standard bit prepare goal.,autorizzata,Moldova
5601,2023-02-13 14:30:59,785.45,acquisto,David Rodriguez,Light can pressure realize travel.,sospetta,Sweden
2536,2023-04-05 02:02:42,332.28,acquisto,Courtney Cummings,Power sign state list hot current decade speak.,autorizzata,Bahrain
4760,2023-05-12 13:17:35,257.7,trasferimento,Jessica Harris,First its Mr coach wish to wrong least.,autorizzata,Kyrgyz Republic
9834,2023-08-15 14:17:08,435.88,trasferimento,Taylor Ross,Happy assume field scene dark offer.,autorizzata,Dominican Republic
6057,2023-05-30 13:00:09,641.7,prelievo,Christina Rice,Nearly read conference can.,autorizzata,Swaziland
3952,2023-03-14 08:58:08,901.13,acquisto,Jose Durham,Strong smile investment.,autorizzata,Slovakia (Slovak Republic)
2770,2023-02-19 07:02:48,53.5,acquisto,Caitlin Hayes,Fish those answer word.,autorizzata,Uganda
6923,2023-04-29 14:31:31,756.46,acquisto,Lisa May,Card prepare last administration someone.,autorizzata,South Georgia and the South Sandwich Islands
7699,2023-03-10 07:29:25,983.89,prelievo,Dylan Campbell,Or than guess story too summer learn.,autorizzata,Pitcairn Islands
9801,2023-04-05 09:03:33,284.1,prelievo,Kenneth Hernandez,Director get relate fund if reason.,sospetta,Hungary
8941,2023-07-28 08:13:25,286.51,trasferimento,Brooke Foster,Morning pull successful office give.,sospetta,Romania
2078,2023-06-23 07:00:47,504.34,trasferimento,Mrs. Vanessa Frazier DDS,Different once doctor marriage.,autorizzata,Saint Kitts and Nevis
4626,2023-08-06 23:43:23,216.23,prelievo,Courtney Wilson,How watch wonder color help.,autorizzata,Bahrain
2424,2023-08-08 06:21:17,68.31,trasferimento,Andrea Martinez,Chair sort eye sea citizen tonight.,autorizzata,Monaco
1110,2023-02-15 10:41:47,548.12,acquisto,Denise Murphy,Candidate company maybe north green animal.,autorizzata,Tanzania
3194,2023-02-08 15:00:05,809.53,trasferimento,Angela Orozco,Onto kitchen treatment popular.,autorizzata,Tunisia
7567,2023-07-30 00:27:09,213.37,acquisto,Michelle Camacho,Year simple must thing college care.,autorizzata,Mauritius
1483,2023-04-01 21:54:41,980.31,prelievo,Susan Garcia,Walk week upon day the.,autorizzata,Malaysia
2937,2023-08-07 21:35:35,974.79,acquisto,Mrs. Claudia Anderson,Bank student improve civil budget help world agreement.,autorizzata,Korea
4228,2023-05-02 21:40:37,93.52,acquisto,Kirsten Lee,Appear inside occur break often their.,autorizzata,Cote d'Ivoire
5908,2023-06-16 17:26:03,437.28,trasferimento,David Kelly,Simply cover natural arm magazine only.,autorizzata,Mayotte
1808,2023-03-19 18:52:22,142.39,acquisto,Vincent Blanchard,Notice so into picture like must apply somebody.,autorizzata,Slovakia (Slovak Republic)
9334,2023-08-11 16:34:13,388.39,trasferimento,Jennifer Kerr,Cost sit score performance wait upon.,autorizzata,Russian Federation
8885,2023-02-11 07:37:36,13.0,trasferimento,Jessica Diaz,Prevent as across may leg.,sospetta,Norway
8715,2023-04-24 22:40:00,539.61,acquisto,Eric Dawson,Theory clear song never doctor candidate.,autorizzata,Somalia
7539,2023-07-29 01:13:35,888.29,trasferimento,Nathan Baker,City should step above program.,autorizzata,Montenegro
8410,2023-07-20 02:59:00,497.75,trasferimento,Kristin Coleman,Herself short ahead catch official allow smile.,autorizzata,Botswana
9919,2023-02-18 08:47:09,611.24,trasferimento,Mrs. Lisa Gomez,Assume possible myself.,autorizzata,Algeria
8507,2023-05-25 07:10:25,137.49,acquisto,Daniel Chan,Face become management water.,autorizzata,Kuwait
4622,2023-06-04 15:46:49,880.73,trasferimento,Kimberly Perez,Hard hour subject read operation.,autorizzata,Zambia
9932,2023-05-08 16:48:54,381.24,acquisto,Pamela Wells,Available pressure information win break off drive yourself.,autorizzata,Nauru
1753,2023-04-04 00:52:05,465.02,prelievo,Jessica Pena,Respond very pass firm quality season blood.,autorizzata,Jamaica
2493,2023-05-24 01:49:42,215.93,acquisto,Jacob Johnson,Spring send population black radio he who.,autorizzata,Chad
5968,2023-04-02 14:39:47,132.05,acquisto,Thomas Fernandez,Close finish yes a my up half close.,autorizzata,United States Virgin Islands
4552,2023-02-05 13:33:59,561.5,acquisto,Maria Garrett,Defense feeling care seem outside base.,autorizzata,British Virgin Islands
1240,2023-08-21 10:48:51,161.87,trasferimento,Joshua King,Human director form relationship.,autorizzata,Saint Vincent and the Grenadines
2134,2023-06-04 02:21:28,686.43,trasferimento,William Clark,Day reflect someone choice.,autorizzata,Kuwait
3614,2023-02-07 18:52:27,945.67,acquisto,Brooke Parker,Again memory teacher available mean source.,autorizzata,British Indian Ocean Territory (Chagos Archipelago)
6405,2023-07-01 21:28:38,521.95,prelievo,Carrie Martin,Amount key act rule dinner instead indicate statement.,autorizzata,Antigua and Barbuda
815,2023-01-16 16:36:03,927.26,prelievo,Jessica Porter,Beautiful area guess site indicate century.,autorizzata,Heard Island and McDonald Islands
4639,2023-05-12 07:33:49,148.66,acquisto,Dylan Taylor,Direction kitchen source grow practice base.,autorizzata,Mauritania
9060,2023-03-20 14:14:33,955.49,trasferimento,Gary Mason,Story worry identify grow plant across think.,autorizzata,Tuvalu
5345,2023-01-09 03:54:49,248.18,acquisto,Kari Holloway,Back movie exist trial dinner minute job really.,autorizzata,Bhutan
3913,2023-07-25 10:14:28,674.85,prelievo,Rebecca Bennett,Choose live store scene bank argue wind fund.,autorizzata,Bhutan
2314,2023-08-10 19:10:57,953.52,trasferimento,Angela Lopez,Think deep job agreement pretty.,autorizzata,Zambia
1868,2023-08-21 15:29:42,495.93,prelievo,Michelle Flores,Article future party worker food.,autorizzata,Qatar
3664,2023-05-26 04:18:14,15.53,prelievo,Robert Williams,Red their eye four religious fast.,autorizzata,Rwanda
7986,2023-08-18 00:51:52,981.85,prelievo,Yvette Morrison,Community speak lawyer name great own foot.,autorizzata,Jersey
949,2023-05-20 01:08:16,924.6,prelievo,Patricia Collins,Fish source picture onto guy send.,autorizzata,Montenegro
5363,2023-06-23 05:29:34,540.89,acquisto,John Brown,Perform deep class four interesting approach.,autorizzata,India
3197,2023-02-15 02:19:38,172.56,prelievo,Michael Bailey,Their health alone economy allow concern including.,autorizzata,Uruguay
7028,2023-01-14 22:02:54,370.29,acquisto,Lisa Freeman,Also design heart.,autorizzata,Ecuador
962,2023-02-27 07:50:03,183.23,trasferimento,Dennis Woods,Image former remember lead data real point.,autorizzata,Russian Federation
8901,2023-01-26 14:01:38,648.59,prelievo,Reginald Parker,New offer none edge line name again.,autorizzata,Moldova
126,2023-04-28 09:28:48,936.81,acquisto,Keith Johnson,Owner able dream if.,autorizzata,Niue
1578,2023-05-13 23:24:51,891.94,prelievo,Kristen Soto,Often forget someone any.,autorizzata,Lesotho
9905,2023-06-25 01:19:54,687.38,prelievo,Sarah Wise,State exactly set skin.,autorizzata,British Indian Ocean Territory (Chagos Archipelago)
8995,2023-07-23 10:44:35,924.46,acquisto,Peggy Coleman,Leave west yard season everybody as.,autorizzata,Burkina Faso
6253,2023-03-09 23:55:43,561.06,acquisto,Daniel Michael,Share business reduce property theory bag.,autorizzata,Korea
4282,2023-06-30 09:23:02,320.91,prelievo,Nicholas Williams,That simple appear kid possible.,autorizzata,Monaco
8275,2023-04-26 23:28:21,262.37,trasferimento,Heather Holt,Concern none site teacher.,autorizzata,Congo
2194,2023-01-17 20:49:59,912.73,trasferimento,Manuel Griffin,Heavy start certain rate organization figure realize.,autorizzata,Tokelau
4303,2023-07-28 07:02:10,910.32,acquisto,James Miller PhD,Forward section continue value social.,autorizzata,Iran
6372,2023-04-30 17:18:30,254.36,trasferimento,David Jones,You explain force yeah resource.,autorizzata,French Guiana
820,2023-05-03 10:42:54,854.69,trasferimento,Ryan Nguyen,Cup build pretty edge skill.,autorizzata,Tonga
5158,2023-03-08 07:05:22,471.9,trasferimento,Andrea Walton,Top thank behind.,autorizzata,Anguilla
4898,2023-06-27 05:16:13,679.13,prelievo,Luke Parks,Sea to large wonder dog morning customer.,sospetta,France
2221,2023-08-15 07:42:57,248.82,trasferimento,Jennifer Walters,Skill everyone clearly game.,autorizzata,Indonesia
2297,2023-07-16 16:15:25,675.47,acquisto,Rachel Munoz,Mouth money past trial.,sospetta,Luxembourg
8295,2023-02-09 12:52:10,748.67,acquisto,Jason Burton,Six hold recently whose forget bank.,autorizzata,Bahamas
2703,2023-08-22 13:16:59,988.26,prelievo,Lauren Smith,Picture mention some lawyer buy minute.,autorizzata,Sri Lanka
6487,2023-02-18 20:48:41,484.85,acquisto,Katie Taylor,Cultural movement go would camera.,autorizzata,South Africa
875,2023-02-15 18:31:45,41.56,acquisto,Brandon Robinson,Street especially money clearly paper hard.,autorizzata,Tajikistan
3652,2023-02-21 09:00:11,868.52,trasferimento,Angela Clark,Quickly stage skill end into life.,autorizzata,Korea
5819,2023-03-26 22:48:58,862.2,acquisto,Donald Lane,North shoulder discussion television address far hair.,autorizzata,Nepal
8808,2023-08-09 06:37:00,94.54,prelievo,Joshua Le,Natural become start long.,sospetta,Ireland
5294,2023-05-13 15:14:32,264.94,prelievo,Patricia Dillon,Wide our several.,autorizzata,Tunisia
9590,2023-07-23 00:48:37,732.28,acquisto,Morgan Williams,Turn city win suddenly three woman.,autorizzata,United Arab Emirates
5291,2023-03-21 11:00:28,30.0,prelievo,Andrew Romero,Chair energy friend example box.,sospetta,Italy
1837,2023-03-19 16:59:16,474.56,trasferimento,Casey Jimenez,Maintain likely statement black turn spend performance.,autorizzata,Palau
17,2023-01-29 06:23:07,508.1,trasferimento,Gary Wallace,Help theory will across.,sospetta,Belgium
5002,2023-02-02 21:06:50,602.32,acquisto,Jose Silva Jr.,About level serve experience some behavior.,autorizzata,Togo
3004,2023-05-02 10:49:13,702.52,acquisto,Tracy Simmons,Gun everything important human that direction light hot.,autorizzata,Marshall Islands
4784,2023-01-28 22:24:56,13.18,acquisto,Edward Washington,Authority under evening law all dream figure.,autorizzata,Brazil
9315,2023-01-11 13:28:05,956.76,trasferimento,Sean Miller,Move strategy chance edge commercial reason each reduce.,autorizzata,Tonga
1832,2023-08-21 05:58:00,249.92,acquisto,Jonathan Gutierrez,No claim dinner arrive young degree.,autorizzata,Faroe Islands
6932,2023-04-07 12:54:27,146.73,acquisto,Sandra Edwards,Meet glass one analysis lawyer.,autorizzata,Saint Helena
3226,2023-04-04 12:11:33,938.0,trasferimento,Christopher Duncan,Play these face yourself mother follow lay.,autorizzata,Benin
9136,2023-03-11 11:18:23,533.6,trasferimento,Taylor Morgan,Remain read I PM economic tough positive.,autorizzata,Samoa
6819,2023-07-08 06:00:22,622.31,prelievo,Jason Ramirez,It to song less sing center at.,autorizzata,Norfolk Island
9549,2023-02-09 19:58:46,856.23,acquisto,Ryan Craig,Seek ten important number.,autorizzata,Palestinian Territory
5861,2023-05-03 03:12:39,805.34,trasferimento,Daniel Jones,Nation win whom my since audience.,autorizzata,Serbia
7147,2023-01-05 08:37:57,771.76,acquisto,Elizabeth Cox,Science may that prepare window woman course senior.,sospetta,Poland
8570,2023-06-28 10:42:09,352.76,acquisto,Cody Shields,Provide little station mind forget development yard.,sospetta,Luxembourg
4905,2023-04-05 23:21:44,29.26,acquisto,Nichole Whitehead,Song attack health.,autorizzata,Syrian Arab Republic
378,2023-06-10 18:09:09,676.59,trasferimento,Meredith Jones,Series natural which on tree else.,autorizzata,Cuba
8867,2023-06-17 07:52:16,90.96,acquisto,Catherine Lopez,Institution administration long state single down young present.,autorizzata,Saint Helena
7455,2023-03-31 21:52:44,119.68,trasferimento,Brooke Mcdonald,Market property voice game he similar item.,autorizzata,Equatorial Guinea
6274,2023-02-15 20:14:45,586.77,trasferimento,Valerie Richardson,Career road event particular low.,autorizzata,Greenland
4681,2023-03-29 12:36:30,924.69,trasferimento,Vickie Young,Onto tend expert office work time say.,autorizzata,British Virgin Islands
1667,2023-05-01 14:38:28,708.85,trasferimento,Kimberly Bradford,Deep international simple include brother own.,autorizzata,Qatar
7581,2023-02-19 23:41:54,445.96,trasferimento,Kelsey Morris,Appear herself or mention thought.,autorizzata,Slovakia (Slovak Republic)
8502,2023-07-28 03:39:19,124.47,trasferimento,Kimberly Daniels,Door medical rate woman.,autorizzata,Guam
101,2023-03-29 18:14:03,460.74,trasferimento,Brandon Humphrey,Thought get near detail product remember.,autorizzata,Antarctica (the territory South of 60 deg S)
9822,2023-08-23 00:22:57,923.92,prelievo,George Manning,Gun ask hold everybody red end.,autorizzata,Central African Republic
2435,2023-03-09 04:29:26,999.43,prelievo,Morgan Powell,Place fast president growth four artist play.,autorizzata,Uganda
7163,2023-03-25 22:58:36,93.06,prelievo,Jeffrey Love,Morning ground provide operation successful wish.,autorizzata,Falkland Islands (Malvinas)
6009,2023-01-01 01:23:31,189.3,prelievo,Cameron Boyd,Full see those safe.,autorizzata,Cameroon
6381,2023-03-21 18:56:15,296.68,trasferimento,Laura Fitzgerald,Price wall reveal star remember hit east.,autorizzata,Brunei Darussalam
3955,2023-01-21 06:21:05,376.48,trasferimento,Sean Cohen,Cut various likely collection degree shake.,autorizzata,Indonesia
3908,2023-03-26 01:34:36,331.41,prelievo,Erin Andersen,Best figure popular outside.,autorizzata,China
3863,2023-07-23 05:11:35,726.32,prelievo,Joyce Mora,Leader husband special rate sport.,autorizzata,Turks and Caicos Islands
830,2023-05-21 10:01:54,901.24,trasferimento,Carol Williams,Company call home bag money them.,autorizzata,Jamaica
2714,2023-03-04 03:57:35,986.91,trasferimento,Grant Robinson,List morning space card second present.,autorizzata,Venezuela
6898,2023-05-30 13:33:32,595.81,acquisto,Thomas Scott,Expect brother detail.,autorizzata,Iraq
2642,2023-06-17 11:16:06,209.02,prelievo,Paul Brown,Debate nor office energy employee tough.,autorizzata,Martinique
943,2023-03-08 03:57:59,912.11,trasferimento,Jasmine Rangel,Baby yet have wish conference throw.,autorizzata,Guinea-Bissau
6694,2023-07-08 11:36:49,726.67,prelievo,Sheryl Erickson,Popular official become two.,autorizzata,Isle of Man
8288,2023-06-20 19:42:17,989.91,prelievo,Alyssa King,Personal usually nature upon available make suddenly.,autorizzata,Thailand
298,2023-03-16 03:00:12,696.02,trasferimento,Kathy Ritter,Truth because color difficult.,autorizzata,Mauritania
5273,2023-08-14 19:26:06,723.71,acquisto,Erica Rosales,Teacher such by life walk what way including.,sospetta,Ireland
1795,2023-08-11 04:19:09,365.92,trasferimento,Jonathan Pace,Court result Democrat fast by mention education white.,autorizzata,Eritrea
5204,2023-05-16 10:08:53,587.81,prelievo,Kyle Davenport,Friend forward because argue long rate.,autorizzata,Cuba
3734,2023-01-05 18:17:30,811.36,trasferimento,Kim Rosales,To she often lawyer policy state.,autorizzata,Jersey
9819,2023-08-21 08:40:57,468.6,trasferimento,Rachel Dean,Each turn minute base daughter message memory apply.,autorizzata,Pitcairn Islands
501,2023-01-14 23:08:38,423.54,trasferimento,Samantha Ali,Through piece position professional owner top.,autorizzata,Cameroon
4307,2023-01-31 06:39:11,43.64,trasferimento,Anthony Padilla,Assume statement only daughter.,autorizzata,Chile
7876,2023-05-24 05:48:23,323.06,trasferimento,Jonathan Martin,Book policy best until thank type second.,autorizzata,United States of America
8014,2023-05-22 14:04:25,189.17,prelievo,Daniel Evans,Itself trouble less language clear friend.,autorizzata,Northern Mariana Islands
2819,2023-03-28 07:20:21,311.28,trasferimento,Nicholas Adams,Show entire ten throw thing economy involve.,autorizzata,Tajikistan
9015,2023-04-13 15:09:45,676.44,trasferimento,George Smith,Mention modern night bar.,sospetta,Portugal
1421,2023-05-29 16:51:55,400.24,trasferimento,Michael Austin,Central raise similar somebody work prove appear.,autorizzata,United States Virgin Islands
2005,2023-03-08 20:15:53,558.45,acquisto,Alexandria Price,Body long phone.,autorizzata,Micronesia
5292,2023-02-01 20:49:57,567.7,trasferimento,Evan Williams,Amount however woman PM.,autorizzata,Egypt
500,2023-08-21 02:51:49,663.48,prelievo,Julie Roberts,Still science paper against accept set message.,autorizzata,Palestinian Territory
6576,2023-07-24 04:33:13,504.34,trasferimento,Adam Kim,Hit low brother last throw result risk.,autorizzata,Angola
5180,2023-02-24 21:09:12,242.91,acquisto,Kevin Walker,Sing floor blue same.,autorizzata,Zimbabwe
2532,2023-01-14 01:50:56,314.76,prelievo,Alejandra York DDS,Today run figure nature pull anything lose why.,autorizzata,Grenada
6434,2023-07-12 21:22:05,701.66,trasferimento,Sarah Chavez,Car letter station.,autorizzata,Jordan
5013,2023-07-27 21:34:07,532.4,trasferimento,Michael Palmer,Grow ready main traditional near.,autorizzata,Micronesia
1002,2023-02-16 08:47:02,455.56,acquisto,Michael Thomas,More coach water central girl.,autorizzata,Kazakhstan
7659,2023-06-08 05:02:34,827.5,acquisto,Meghan Mitchell,Nothing small huge rule seem material.,autorizzata,Barbados
3006,2023-05-22 21:38:23,80.74,trasferimento,Katrina Lee,Feel glass chance son family number.,sospetta,Poland
3897,2023-08-19 08:52:21,35.24,prelievo,Thomas Perez,Television recent class then company heavy table.,autorizzata,Bhutan
3808,2023-04-24 06:47:28,773.02,prelievo,Melissa Hoover,Value wonder task boy strategy risk.,autorizzata,Paraguay
2879,2023-05-04 00:17:48,246.61,prelievo,Robert Murphy,Store space operation wall standard rest economy.,autorizzata,Samoa
6476,2023-02-02 08:42:42,860.19,acquisto,Melissa Le,Win character nation positive.,autorizzata,Burundi
8794,2023-07-31 05:10:16,160.77,acquisto,Cole Brewer,Compare age play certain respond animal organization.,autorizzata,Uganda
3517,2023-07-05 12:15:32,769.88,prelievo,Andrew Torres,Table lay everyone call prevent.,sospetta,United Kingdom
7956,2023-06-24 10:17:30,296.03,trasferimento,David Johnson,Baby real model page her upon.,autorizzata,Costa Rica
765,2023-04-13 03:28:09,528.79,prelievo,Ernest Russell,Painting decade wish few picture teacher result.,autorizzata,Jersey
4754,2023-03-05 09:26:24,321.57,acquisto,John Espinoza,Sometimes process choose local same set.,autorizzata,Sao Tome and Principe
7103,2023-08-21 05:28:34,463.45,acquisto,Jennifer Gillespie,Early style imagine attorney base either sound someone.,autorizzata,Vanuatu
3266,2023-04-18 16:37:49,156.07,trasferimento,Brenda Molina,Enjoy parent season.,autorizzata,Honduras
1885,2023-04-07 15:33:25,502.91,acquisto,Denise Garcia,Happy practice performance.,autorizzata,British Virgin Islands
9212,2023-04-09 00:47:30,738.19,acquisto,Kelly Hobbs,Reach school reveal dog eat foot company.,autorizzata,Dominica
3037,2023-01-09 13:25:31,510.56,trasferimento,Sara Suarez,Democrat follow now save.,sospetta,Switzerland
3187,2023-01-09 05:23:08,358.81,trasferimento,Daniel Moore,East boy rich our hot point per.,autorizzata,Gambia
6309,2023-03-31 13:49:44,672.19,trasferimento,Lauren Garcia,How can term accept.,sospetta,Finland
1624,2023-06-21 02:55:17,419.99,trasferimento,Matthew Jackson,Data present rule animal.,autorizzata,Central African Republic
5542,2023-06-07 04:27:41,162.11,trasferimento,Tiffany Savage,Amount energy raise mean.,autorizzata,Bosnia and Herzegovina
2400,2023-08-11 22:44:21,107.59,prelievo,Ryan Brown,Prove air side worry few skill direction.,autorizzata,Kyrgyz Republic
7746,2023-02-19 17:14:53,967.24,trasferimento,Elizabeth Whitney,Green capital before dog foot turn.,autorizzata,Isle of Man
9108,2023-08-09 02:59:31,666.6,trasferimento,Mark Parsons,Entire drug political treatment.,autorizzata,United States of America
5551,2023-02-22 00:44:44,49.08,acquisto,Joshua Gibson,Marriage build note film local.,autorizzata,Central African Republic
4209,2023-02-11 02:07:18,320.87,trasferimento,Steven Hanson,First training dark statement American station admit do.,autorizzata,Antarctica (the territory South of 60 deg S)
9939,2023-02-22 04:53:36,119.71,trasferimento,Jason Luna,Method federal similar blue occur shoulder among.,autorizzata,Turks and Caicos Islands
1600,2023-07-05 18:38:26,586.67,acquisto,Madison Davis,Arrive friend how finish themselves.,autorizzata,Azerbaijan
365,2023-07-18 06:15:59,857.64,trasferimento,Pamela Weaver,Name enough material.,sospetta,Estonia
1835,2023-05-08 13:26:13,444.36,prelievo,Christy Burke,After also other none.,autorizzata,El Salvador
5216,2023-05-15 03:12:46,700.47,prelievo,Joshua Santiago,Consider avoid themselves five security table film.,sospetta,Italy
9512,2023-07-18 10:25:38,640.95,trasferimento,Gregory Young,Kitchen score watch enjoy sell old.,autorizzata,Mongolia
6112,2023-01-08 20:12:24,216.17,acquisto,Kimberly Hancock,Society dinner together apply fast.,autorizzata,Brunei Darussalam
1147,2023-01-16 00:28:28,227.92,acquisto,Tara Herrera,He player adult something white large method now.,autorizzata,Cape Verde
3337,2023-02-27 09:35:58,14.04,trasferimento,John Baldwin,Almost example state sense ago hear never.,autorizzata,Mexico
8290,2023-07-20 16:53:20,43.77,trasferimento,Megan Walter,Nice crime remain example.,autorizzata,Iraq
3685,2023-01-30 10:25:38,672.59,acquisto,Felicia Baker,Start present project develop baby line want.,autorizzata,Costa Rica
7535,2023-04-21 23:08:28,516.5,acquisto,Matthew White,Threat cell course crime.,sospetta,Cyprus
308,2023-04-11 21:50:29,102.19,acquisto,Paul Page,Executive north far what lot.,sospetta,Belgium
8043,2023-05-06 09:09:52,637.2,acquisto,Stacy Flores,Option cut west cut claim series too.,sospetta,Cyprus
9061,2023-07-23 16:26:05,583.16,acquisto,Jeremy Wilson,Again up suggest write station.,autorizzata,Saint Pierre and Miquelon
8094,2023-03-17 00:22:09,184.26,acquisto,Eric Mullins,Husband rate great friend specific.,sospetta,Spain
3859,2023-06-02 17:09:57,93.18,trasferimento,Zachary Schmidt MD,Wind information guy note community reduce race.,autorizzata,Uruguay
7768,2023-07-01 04:30:06,272.01,trasferimento,Robert Lee,Light cell few maintain and.,autorizzata,French Polynesia
2754,2023-01-06 02:04:01,355.7,acquisto,Tammy Waters,Quickly attention attack source.,autorizzata,Maldives
2825,2023-05-14 04:28:32,549.27,prelievo,Timothy Day,Whose face draw that bill whether environmental use.,autorizzata,Jordan
2598,2023-01-12 20:22:56,746.68,acquisto,Angela Maldonado,Get field mind account page dinner action.,autorizzata,United States Minor Outlying Islands
3974,2023-06-27 22:50:23,843.94,acquisto,Jackie Harmon,Think light class over.,autorizzata,Algeria
3336,2023-05-16 07:26:37,237.11,trasferimento,Mr. Ryan Mckinney,Check what or while.,autorizzata,North Macedonia
4149,2023-07-11 22:14:16,829.55,trasferimento,Caroline Marquez,Factor put itself beat enjoy politics part coach.,autorizzata,Gabon
41,2023-05-02 12:02:39,950.73,acquisto,Martha Thomas,People soldier good form attorney you.,autorizzata,Cote d'Ivoire
6526,2023-03-10 03:33:25,865.36,acquisto,Miss Terry Graham,Art together young star actually.,autorizzata,Mauritius
1101,2023-08-12 22:27:42,851.14,acquisto,Erin Palmer,Boy example growth two any trade.,autorizzata,Belize
3161,2023-03-19 17:57:27,510.65,trasferimento,Robert Smith,Answer job nothing expect spring.,autorizzata,Burundi
6826,2023-03-09 14:01:37,697.35,acquisto,Joshua Thornton,Information thank computer several bit mission.,autorizzata,Somalia
4991,2023-02-01 02:50:48,66.35,prelievo,Laura Stevenson,Us purpose art particular husband fly yard.,autorizzata,Sao Tome and Principe
4711,2023-06-03 22:56:36,822.32,acquisto,Michael Williams,Career individual animal pressure tend this.,autorizzata,Puerto Rico
825,2023-06-22 07:46:51,453.16,prelievo,Marvin Mathews,Body could hope as.,autorizzata,Tunisia
5721,2023-03-31 23:32:48,343.53,trasferimento,Daniel Austin,Standard leg threat hard manager.,autorizzata,Puerto Rico
9504,2023-07-15 14:22:55,264.99,acquisto,Patrick Clark,Place project sell individual tell field send.,autorizzata,Togo
9001,2023-04-24 08:06:06,901.19,acquisto,Lisa Atkinson,Mention soldier how amount picture space social.,autorizzata,Guyana
7588,2023-01-01 07:22:42,303.74,trasferimento,Cynthia Smith,Six heart individual than leader health conference.,autorizzata,Libyan Arab Jamahiriya
7550,2023-03-19 05:02:15,911.08,acquisto,Laura Smith,Old relate bring.,autorizzata,Bolivia
5360,2023-04-18 22:49:49,608.12,prelievo,Alex King,Cold peace change cover rule into difference.,autorizzata,Colombia
16,2023-07-11 17:26:25,647.54,acquisto,Terry Hoffman,Sure state firm care couple.,autorizzata,Burkina Faso
2343,2023-07-24 02:01:34,392.16,trasferimento,James Smith,Happen her rock fast hard together.,autorizzata,Bosnia and Herzegovina
3608,2023-03-15 19:07:43,22.93,acquisto,Jonathan Chapman,Million of race man vote mission.,autorizzata,Djibouti
1699,2023-02-19 19:36:40,33.13,acquisto,Paul Perez,Street site also view tonight exactly another dream.,autorizzata,Zambia
7954,2023-05-07 21:19:12,825.76,prelievo,Michael Brown,Production area analysis save discussion kitchen meeting.,autorizzata,Ukraine
6445,2023-07-08 00:23:11,392.63,prelievo,Rebecca Prince,Subject heavy analysis way television.,autorizzata,French Southern Territories
